use_case,variant,db_label,n,run_id,phase,elapsed_ms,heap_b,comm_bytes,rounds,correct,param_profile
UC2,std_modsw,DB2,100000,2,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB2,100000,2,encrypt,88.932,26251768,0,0,false,full
UC2,std_modsw,DB2,100000,2,eval,486.670,84065416,0,0,false,full
UC2,std_modsw,DB2,100000,2,decrypt,6.361,25982152,1048576,1,true,full
UC2,label,DB2,100000,2,setup,231.487,54281264,0,0,false,full
UC2,label,DB2,100000,2,precomp,0.000,0,0,0,false,full
UC2,label,DB2,100000,2,encrypt,108.263,50931000,0,0,false,full
UC2,label,DB2,100000,2,eval,594.381,42729032,0,0,false,full
UC2,label,DB2,100000,2,decrypt,3.466,2893720,1048576,1,true,full
UC2,std,DB2,100000,3,setup,225.940,65318960,0,0,false,full
UC2,std,DB2,100000,3,precomp,0.000,0,0,0,false,full
UC2,std,DB2,100000,3,encrypt,89.563,26251768,0,0,false,full
UC2,std,DB2,100000,3,eval,486.765,84065416,0,0,false,full
UC2,std,DB2,100000,3,decrypt,3.598,5910136,2097152,1,true,full
UC2,std_modsw,DB2,100000,3,setup,224.907,54545784,0,0,false,full
UC2,std_modsw,DB2,100000,3,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB2,100000,3,encrypt,89.677,26251768,0,0,false,full
UC2,std_modsw,DB2,100000,3,eval,488.254,84065592,0,0,false,full
UC2,std_modsw,DB2,100000,3,decrypt,7.267,23882808,1048576,1,true,full
UC2,label,DB2,100000,3,setup,232.023,63212800,0,0,false,full
UC2,label,DB2,100000,3,precomp,0.000,0,0,0,false,full
UC2,label,DB2,100000,3,encrypt,112.224,50932408,0,0,false,full
UC2,label,DB2,100000,3,eval,595.994,20085528,0,0,false,full
UC2,label,DB2,100000,3,decrypt,3.933,2893720,1048576,1,true,full
UC2,std,DB2,100000,4,setup,231.583,70039856,0,0,false,full
UC2,std,DB2,100000,4,precomp,0.000,0,0,0,false,full
UC2,std,DB2,100000,4,encrypt,88.518,26251768,0,0,false,full
UC2,std,DB2,100000,4,eval,486.970,84065416,0,0,false,full
UC2,std,DB2,100000,4,decrypt,3.737,-1174240,2097152,1,true,full
UC2,std_modsw,DB2,100000,4,setup,229.682,75425560,0,0,false,full
UC2,std_modsw,DB2,100000,4,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB2,100000,4,encrypt,88.637,26251768,0,0,false,full
UC2,std_modsw,DB2,100000,4,eval,483.716,84065656,0,0,false,full
UC2,std_modsw,DB2,100000,4,decrypt,5.875,25982184,1048576,1,true,full
UC2,label,DB2,100000,4,setup,225.848,65319072,0,0,false,full
UC2,label,DB2,100000,4,precomp,0.000,0,0,0,false,full
UC2,label,DB2,100000,4,encrypt,110.088,50932152,0,0,false,full
UC2,label,DB2,100000,4,eval,593.700,40448888,0,0,false,full
UC2,label,DB2,100000,4,decrypt,5.061,2893720,1048576,1,true,full
UC2,std,DB2,100000,5,setup,225.432,68466000,0,0,false,full
UC2,std,DB2,100000,5,precomp,0.000,0,0,0,false,full
UC2,std,DB2,100000,5,encrypt,91.273,26251768,0,0,false,full
UC2,std,DB2,100000,5,eval,485.177,84065592,0,0,false,full
UC2,std,DB2,100000,5,decrypt,4.299,-1177296,2097152,1,true,full
UC2,std_modsw,DB2,100000,5,setup,228.546,54813344,0,0,false,full
UC2,std_modsw,DB2,100000,5,precomp,0.001,0,0,0,false,full
UC2,std_modsw,DB2,100000,5,encrypt,90.315,26251768,0,0,false,full
UC2,std_modsw,DB2,100000,5,eval,486.881,84065416,0,0,false,full
UC2,std_modsw,DB2,100000,5,decrypt,6.613,24932984,1048576,1,true,full
UC2,label,DB2,100000,5,setup,223.283,65318960,0,0,false,full
UC2,label,DB2,100000,5,precomp,0.000,0,0,0,false,full
UC2,label,DB2,100000,5,encrypt,108.973,50931512,0,0,false,full
UC2,label,DB2,100000,5,eval,608.587,40449000,0,0,false,full
UC2,label,DB2,100000,5,decrypt,3.367,2893720,1048576,1,true,full
UC2,std,DB2,100000,6,setup,224.920,60066208,0,0,false,full
UC2,std,DB2,100000,6,precomp,0.000,0,0,0,false,full
UC2,std,DB2,100000,6,encrypt,88.718,26251768,0,0,false,full
UC2,std,DB2,100000,6,eval,487.437,85118968,0,0,false,full
UC2,std,DB2,100000,6,decrypt,4.845,1185728,2097152,1,true,full
UC2,std_modsw,DB2,100000,6,setup,224.911,60063344,0,0,false,full
UC2,std_modsw,DB2,100000,6,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB2,100000,6,encrypt,89.714,26251768,0,0,false,full
UC2,std_modsw,DB2,100000,6,eval,487.397,85118968,0,0,false,full
