use_case,variant,db_label,n,run_id,phase,elapsed_ms,heap_b,comm_bytes,rounds,correct,param_profile
UC3,label,DB1,512,19,eval,344.393,21527488,0,0,false,full
UC3,label,DB1,512,19,decrypt,6.792,920984,2097152,1,true,full
UC3,std,DB1,512,20,setup,233.562,70039936,0,0,false,full
UC3,std,DB1,512,20,precomp,0.000,0,0,0,false,full
UC3,std,DB1,512,20,encrypt,13.005,7139128,0,0,false,full
UC3,std,DB1,512,20,eval,269.666,54298568,0,0,false,full
UC3,std,DB1,512,20,decrypt,9.906,-2226368,4194304,1,true,full
UC3,std_modsw,DB1,512,20,setup,230.778,68465776,0,0,false,full
UC3,std_modsw,DB1,512,20,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB1,512,20,encrypt,13.319,7139128,0,0,false,full
UC3,std_modsw,DB1,512,20,eval,268.953,54298568,0,0,false,full
UC3,std_modsw,DB1,512,20,decrypt,11.739,6046712,2097152,1,true,full
UC3,label,DB1,512,20,setup,234.487,70040080,0,0,false,full
UC3,label,DB1,512,20,precomp,0.000,0,0,0,false,full
UC3,label,DB1,512,20,encrypt,14.801,12598400,0,0,false,full
UC3,label,DB1,512,20,eval,350.373,21527264,0,0,false,full
UC3,label,DB1,512,20,decrypt,6.428,3813592,2097152,1,true,full
UC3,std,DB2,100000,1,setup,230.508,65316080,0,0,false,full
UC3,std,DB2,100000,1,precomp,0.000,0,0,0,false,full
UC3,std,DB2,100000,1,encrypt,87.828,26251768,0,0,false,full
UC3,std,DB2,100000,1,eval,1826.115,38766904,0,0,false,full
UC3,std,DB2,100000,1,decrypt,7.874,4860344,4194304,1,true,full
UC3,std_modsw,DB2,100000,1,setup,227.685,54545608,0,0,false,full
UC3,std_modsw,DB2,100000,1,precomp,0.001,0,0,0,false,full
UC3,std_modsw,DB2,100000,1,encrypt,92.133,26251768,0,0,false,full
UC3,std_modsw,DB2,100000,1,eval,1833.282,38766888,0,0,false,full
UC3,std_modsw,DB2,100000,1,decrypt,12.133,30072272,2097152,1,true,full
UC3,label,DB2,100000,1,setup,229.652,70039696,0,0,false,full
UC3,label,DB2,100000,1,precomp,0.000,0,0,0,false,full
UC3,label,DB2,100000,1,encrypt,107.187,50932008,0,0,false,full
UC3,label,DB2,100000,1,eval,2253.134,82228808,0,0,false,full
UC3,label,DB2,100000,1,decrypt,6.747,920760,2097152,1,true,full
UC3,std,DB2,100000,2,setup,229.979,64786832,0,0,false,full
UC3,std,DB2,100000,2,precomp,0.000,0,0,0,false,full
UC3,std,DB2,100000,2,encrypt,90.633,26251768,0,0,false,full
UC3,std,DB2,100000,2,eval,1830.107,44034536,0,0,false,full
UC3,std,DB2,100000,2,decrypt,8.601,-2226608,4194304,1,true,full
UC3,std_modsw,DB2,100000,2,setup,227.923,68465664,0,0,false,full
UC3,std_modsw,DB2,100000,2,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB2,100000,2,encrypt,88.842,26251768,0,0,false,full
UC3,std_modsw,DB2,100000,2,eval,1821.496,40874008,0,0,false,full
UC3,std_modsw,DB2,100000,2,decrypt,12.378,30071600,2097152,1,true,full
UC3,label,DB2,100000,2,setup,226.268,68465888,0,0,false,full
UC3,label,DB2,100000,2,precomp,0.000,0,0,0,false,full
UC3,label,DB2,100000,2,encrypt,108.254,50932152,0,0,false,full
